GEOID,gq_pop,hh_child,hh_pop,hh_senior,hh_tot,inc_med,inc10,inc100,inc125,inc15,inc150,inc20,inc200,inc200p,inc25,inc30,inc35,inc40,inc45,inc50,inc60,inc75,veh_tot,veh0,veh1,veh2,veh3,veh4,veh5
150030110001,48,229,1441,297,451,151477,0,42,58,0,28,10,86,146,9,9,10,17,2,7,18,9,1099,9,82,186,108,21,45
150030110002,240,406,1926,513,669,136964,6,32,104,3,62,10,141,168,8,49,4,27,12,1,20,22,1482,14,145,309,115,65,21
150030110003,432,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030111031,34,554,2805,650,847,131563,18,133,49,10,69,9,148,231,7,9,0,18,21,0,54,71,2008,27,141,338,215,91,35
150030111032,5,135,927,210,301,101307,0,49,31,9,7,9,86,38,0,0,10,0,43,10,0,9,784,10,38,101,80,56,16
150030111041,0,165,1004,188,306,131400,0,51,43,8,31,0,66,70,0,0,0,10,0,11,8,8,714,0,80,126,30,58,12
150030111042,26,599,2542,596,791,110804,59,151,120,8,78,9,95,119,0,12,0,18,18,10,49,45,1946,20,109,358,163,96,45
150030111043,0,185,1007,189,376,122660,17,53,63,8,35,0,59,50,0,41,17,0,9,0,24,0,745,0,100,204,58,7,7
150030111051,0,118,619,143,233,130521,0,22,26,0,59,8,17,43,7,0,33,0,5,4,9,0,472,10,28,141,54,0,0
150030111052,0,297,1710,292,752,104583,18,54,94,9,84,9,90,136,7,6,8,15,28,15,72,107,1208,25,329,326,61,11,0
150030111053,0,175,834,122,410,83145,8,82,58,0,58,0,20,29,0,18,18,16,7,9,71,16,605,6,203,201,0,0,0
150030111061,0,387,1284,170,420,142071,11,17,69,13,47,0,77,127,9,0,0,0,0,8,24,18,1019,8,43,187,137,34,11
150030111062,0,149,1207,262,339,160042,0,26,29,3,25,0,70,100,6,8,0,8,14,8,7,35,888,3,32,103,164,27,10
150030111063,8,235,1207,280,387,139205,0,30,27,0,60,0,83,98,19,0,14,12,9,0,8,27,839,7,55,250,38,26,11
150030111064,19,445,2249,495,615,121007,7,115,91,0,77,0,71,138,17,27,12,8,23,0,9,20,1506,6,175,185,120,76,53
150030112011,0,128,598,115,212,104643,0,29,21,11,35,38,29,33,0,7,0,0,0,0,0,9,380,15,61,89,47,0,0
150030112012,42,186,825,179,273,143125,9,28,13,0,85,0,49,47,0,0,0,0,0,0,8,34,538,0,114,90,32,37,0
150030112013,0,165,1049,281,370,153676,7,14,46,6,9,0,97,110,32,0,18,0,0,7,9,15,855,8,72,173,74,0,43
150030112014,0,168,631,98,200,137813,0,30,19,0,41,7,24,48,0,0,8,8,0,0,9,6,404,0,57,106,20,10,7
150030112015,0,288,1174,174,417,143219,0,20,67,7,59,0,65,115,9,0,0,0,0,6,43,26,898,15,58,219,98,27,0
150030112021,0,277,1500,340,539,115655,13,45,81,22,35,21,28,168,0,5,21,6,12,25,25,32,1146,30,145,202,97,19,46
150030113001,0,140,1015,231,248,104861,0,7,53,11,8,7,8,78,7,0,0,0,0,0,15,54,658,11,34,68,79,29,27
150030113002,0,1093,3227,357,634,103158,62,22,126,0,91,0,102,32,32,2,8,6,32,11,78,30,1545,16,206,175,72,93,72
150030113003,23,226,478,8,130,85217,0,74,0,0,0,0,7,0,0,0,22,0,7,0,0,20,202,29,14,80,0,7,0
150030113004,0,377,1392,246,354,58125,7,55,29,0,16,57,17,41,0,27,0,20,17,8,47,13,810,7,105,113,88,13,28
150030114001,0,113,176,0,38,NA,0,0,0,20,0,0,0,0,18,0,0,0,0,0,0,0,56,0,20,18,0,0,0
150030114002,0,376,988,13,325,55536,34,49,13,0,8,0,14,9,9,11,30,24,24,24,20,56,601,0,100,179,41,5,0
150030114003,1295,402,1127,0,373,62279,14,36,57,0,18,0,0,5,7,12,48,31,16,15,28,86,679,9,93,233,32,6,0
150030115001,90,491,1996,89,772,128306,0,103,129,0,222,0,86,88,0,0,0,42,0,0,18,84,1448,0,175,531,53,13,0
150030115002,0,613,2339,185,542,127500,6,72,92,0,59,2,131,84,12,10,4,4,9,4,24,29,1544,2,77,211,98,66,88
150030115003,0,1940,5032,214,1420,89695,11,438,247,50,114,4,94,35,27,6,95,24,28,26,88,133,2549,13,598,546,211,40,12
150039400011,0,513,2103,377,493,78393,21,57,62,3,26,17,58,53,22,20,19,30,22,19,17,47,1198,40,118,130,95,44,66
150039400012,0,306,1723,344,493,92639,23,79,41,18,37,10,68,67,8,6,10,18,28,8,28,44,1046,44,122,179,85,22,41
150039400021,0,281,1142,185,265,88194,14,32,27,4,23,0,26,31,23,0,0,14,9,0,22,40,663,15,49,80,66,19,36
150039400022,0,483,1537,120,321,71339,27,48,35,14,33,3,25,13,11,12,11,5,12,20,15,37,651,50,77,91,48,32,23
150039400023,0,526,2181,306,459,80208,14,62,53,7,37,5,62,38,18,20,23,19,20,18,6,57,1126,25,115,124,82,66,47
150039400024,0,752,2247,164,533,39306,120,38,56,25,23,19,28,0,45,11,14,40,16,4,18,76,770,99,196,187,12,35,4
150039800001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039802001,612,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039803001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039806001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039807001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039808001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039810001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039811001,27,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039812001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039813001,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150039814001,0,0,4,0,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0
150039900010,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
